privateID,repositoryName,usageType,exemptionText,timestamp
github_951701515,niosh-ecp-necp-mendixlowcode,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:24.665338+00:00
github_947943630,niosh-ecp-gitlab-migration,exemptNonCode,Non-code repository (languages: [Shell]),2025-05-16T21:15:24.688611+00:00
github_823674010,test-trivy,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:24.712511+00:00
github_874288164,cdc-vaccine-flex-register-sf-sync,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:24.737508+00:00
github_971592376,nccdphp-ddt-dprpportal-azblob-dprp,exemptNonCode,Non-code repository (languages: [Shell]),2025-05-16T21:15:24.761152+00:00
github_657735293,coe-dataops-ncezid-dfwed-leds,exemptByMissionSystem,"AI Suggestion: The repository name and description clearly indicate a data pipeline for enteric disease surveillance, a core public health function.  This suggests the system is critical to the agency's mission of disease monitoring and outbreak response.",2025-05-16T21:15:24.785432+00:00
github_467569125,cdc-coe-oadc-infra,exemptByAgencySystem,"AI Suggestion: The repository name ""cdc-coe-oadc-infra"" and description ""OADC Cloud infrastructure"" strongly suggest an internal CDC system, not publicly facing, thus requiring an agency system exemption.",2025-05-16T21:15:24.812337+00:00
github_731753348,sophia,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:24.834228+00:00
github_827746588,eon_contact_tracing,exemptByMissionSystem,"AI Suggestion: The repository uses EoN for contact tracing analysis, a function directly related to public health and disease outbreak response.  This suggests the repository contains logic critical to a public health mission.",2025-05-16T21:15:24.858909+00:00
github_939609804,CFA-Project-Notes,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:24.909032+00:00
github_498847481,davt_od_datalake,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:24.929661+00:00
github_879332116,cfa-blobfuse-tutorial,exemptNonCode,Non-code repository (languages: [Shell]),2025-05-16T21:15:24.947274+00:00
github_733156923,irma,exemptByAgencySystem,"AI Suggestion: The repository name ""irma"" and its description referencing ""wonder.cdc.gov/amd/flu/irma"" strongly suggest it's an internal CDC system, not publicly accessible.  The link points to a CDC internal resource, further supporting this classification.",2025-05-16T21:15:24.967030+00:00
github_874270257,cdc-vaccine-event-sf-mq,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:25.000526+00:00
github_982977554,oamd-api-python-sdk,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:25.021224+00:00
github_976803103,oamd-bio-cyclonetreecut,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:25.044579+00:00
github_357659149,repo-stats,exemptNonCode,"Non-code repository (languages: [Makefile, Shell])",2025-05-16T21:15:25.077800+00:00
github_475008484,ocio-containers,exemptNonCode,"Non-code repository (languages: [Shell, Dockerfile])",2025-05-16T21:15:25.096900+00:00
github_673965734,fall-virus-model,exemptByMissionSystem,"AI Suggestion: The repository's name and description (""fall-virus-model"" and ""Respiratory virus averted burden model"") strongly suggest it's involved in modeling and analysis related to respiratory viruses, a core function of public health.  This implies its logic is critical to the public health mission.",2025-05-16T21:15:25.120673+00:00
github_470265183,cdc-coe-devops-helloworld,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:25.144246+00:00
github_627044401,data-exchange-hl7,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:25.173227+00:00
github_476016250,davt_ndsp_pertussis,exemptByMissionSystem,"AI Suggestion: The repository implements data analytics and visualization for pertussis, a public health concern.  This suggests it's involved in outbreak analysis or similar public health mission-critical tasks.",2025-05-16T21:15:25.201127+00:00
github_756433091,gerneate-personal-token,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:25.225424+00:00
github_975756686,ncipc-od-ids,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:25.255152+00:00
github_971569299,nccdphp-doh-cove-doh-data,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:25.275787+00:00
github_971557329,nccdphp-ddt-dprpportal-org-dprp,exemptByAgencySystem,"AI Suggestion: The repository name and README indicate it's an internal CDC system (""nccdphp-ddt-dprpportal-org-dprp""),  using internal tools and infrastructure (e.g.,  `https://git.cdc.gov/nccd_shared_golang`,  `console-openshift-console.apps.ecpaas-dev.cdc.gov`).",2025-05-16T21:15:25.303737+00:00
github_968196168,ELIMS-CSTOR-TEST,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:25.329147+00:00
github_775300146,ocio-certificates-infra,exemptByAgencySystem,"AI Suggestion: The repository manages certificates for internal CDC websites and firewalls, indicating it's part of the agency's internal infrastructure.  The README mentions remediating SSL/TLS connection problems within CDC's internal network.",2025-05-16T21:15:25.351406+00:00
github_844627659,cfa-gen-comp-model-tools,exemptByMissionSystem,"AI Suggestion: The repository contains tools for compartmental modeling, which is directly relevant to public health modeling and outbreak analysis, a core CDC mission.",2025-05-16T21:15:25.375154+00:00
github_331052809,dprp-middw,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:25.400521+00:00
github_333125048,eoc-falcon-school-surveillance,exemptByMissionSystem,"AI Suggestion: The repository processes data for a COVID-19 school surveillance project, directly supporting public health monitoring and potentially outbreak analysis, a core public health mission.  The ETL scripts suggest data transformation for analysis purposes.",2025-05-16T21:15:25.424239+00:00
github_550976903,GMRT,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:25.451315+00:00
github_971571547,nccdphp-osh-apps-cove-gtss-data,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:25.473756+00:00
github_951701487,niosh-ecp-adw-techops-virtual-volumes,exemptNonCode,"Non-code repository (languages: [PowerShell, Shell])",2025-05-16T21:15:25.490578+00:00
github_827493070,covid-forecast-hub-2024,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:25.512402+00:00
github_927255151,DynODE-Experiments,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:25.537301+00:00
github_553061381,EDAV-ADF,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:25.559564+00:00
github_658946201,vaers,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:25.576422+00:00
github_437872865,WISQARS-Test,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:25.598769+00:00
github_874372355,cdc-vaccineevent-logger,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:25.624196+00:00
github_960420482,epht-documentation,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:25.644634+00:00
github_674450922,cdc-sasts-githubaction,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:25.670857+00:00
github_457519977,SAVI-Sequencing,exemptByMissionSystem,"AI Suggestion: The repository processes COVID-19 sequencing data, a task directly related to public health surveillance and outbreak analysis, thus falling under a critical public health mission.  The mention of ""SSEV CDP Cluster"" suggests a connection to established public health infrastructure.",2025-05-16T21:15:25.692460+00:00
github_971585640,nccdphp-od-surveillance-pubops-ecpaas-pubops,exemptNonCode,Non-code repository (languages: [Shell]),2025-05-16T21:15:25.717713+00:00
github_613302998,PythonCodon,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:25.734697+00:00
github_863133062,edav-posit-databricks,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:25.760048+00:00
github_821576928,rest-api-guidance,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:25.781672+00:00
github_936738396,edav-tableau-samples,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:25.804256+00:00
github_976319799,ocio-edso-monitoring,exemptByAgencySystem,"AI Suggestion: The repository name ""ocio-edso-monitoring"" and its description referencing internal ""EDSO apps and tools"" suggest it's an internal CDC system, not publicly facing.",2025-05-16T21:15:25.831014+00:00
github_750342997,EDAV-Posit-Connect-ACR,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:25.854017+00:00
github_751035384,cfa-covidhub-cache,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:25.873344+00:00
github_738308335,CDC_xinyu,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:25.898469+00:00
github_464614122,edav-dev-adf-demo,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:25.922236+00:00
github_690670753,NEDSS-Authentication,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:25.950285+00:00
github_873154042,cdc-edso-security-sqube,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:25.980233+00:00
github_797908507,oamd-bio-ph-core,exemptByMissionSystem,"AI Suggestion: The repository focuses on an Advanced Molecular Detection platform with a public health focus, suggesting it's likely involved in critical public health functions such as disease surveillance or outbreak response.  The use of Nextflow implies automation of analysis pipelines, further supporting this conclusion.",2025-05-16T21:15:26.002103+00:00
github_951701588,niosh-ecp-tlq3_local-bash-scripts,exemptNonCode,"Non-code repository (languages: [Shell, HTML, CSS])",2025-05-16T21:15:26.024051+00:00
github_971594998,nccdphp-dph-pecat-pecat-ecpaas,exemptNonCode,Non-code repository (languages: [Shell]),2025-05-16T21:15:26.044406+00:00
github_776184632,mpox-Rt-2024,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:26.062629+00:00
github_858283487,cdc-edso-helm-charts,exemptNonCode,"Non-code repository (languages: [Dockerfile, Shell])",2025-05-16T21:15:26.083989+00:00
github_764370060,cfa-azure-test,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:26.103143+00:00
github_943524097,rto-locator,exemptByAgencySystem,"AI Suggestion: The repository is an internal tool for CDC staff to find workplace space, indicating it's likely part of CDC's internal infrastructure and not publicly facing.",2025-05-16T21:15:26.126204+00:00
github_800060123,cfa-measles-trends,exemptByMissionSystem,"AI Suggestion: The repository analyzes measles trends in the US, a task directly related to public health surveillance and outbreak analysis, which is critical to the CDC's mission.  This analysis likely informs public health interventions.",2025-05-16T21:15:26.149310+00:00
github_755643852,cdh-lava-react,exemptByMissionSystem,"AI Suggestion: The repository description indicates it contains components for data analysis and visualization within the CDC Data Hub, suggesting a role in public health data analysis and potentially outbreak response, thus qualifying for a mission-system exemption.",2025-05-16T21:15:26.170646+00:00
github_542225041,edc_scraper,exemptByMissionSystem,"AI Suggestion: The repository's description indicates it scrapes data for COVID-19 response, suggesting its use in public health analysis, a core public health mission.  The name ""edc_scraper"" implies data collection for further analysis, likely supporting outbreak response or similar efforts.",2025-05-16T21:15:26.205400+00:00
github_874311051,cdc-clinic-import-sftp-sf,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:26.221119+00:00
github_664832692,cdc-checkov,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:26.244932+00:00
github_381832690,NCIPC-MVPICCS-SAS-Data,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:26.261535+00:00
github_607250934,mpox_foia_lab_testing_data,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:26.286388+00:00
github_677272518,sample-enterprise-application-2,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:26.312975+00:00
github_678409913,cfa-forecast-EpiNow2,exemptByMissionSystem,"AI Suggestion: The repository contains an EpiNow2 model for forecasting influenza hospital admissions, a function directly supporting public health surveillance and potentially informing public health interventions.  This is critical to the public health mission.",2025-05-16T21:15:26.344862+00:00
github_874316317,cdc-aws-apigateway-appointmentcancel-sapi,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:26.368478+00:00
github_753685090,cdh-lava-demo,exemptByAgencySystem,"AI Suggestion: The repository name ""cdh-lava-demo"" and description referencing ""CDC Data Hub"" suggest internal CDC systems and demos, not publicly facing applications.  The focus on reusable architectural patterns further points to internal infrastructure development.",2025-05-16T21:15:26.389552+00:00
github_488597270,splunk_palantir_data_knowledge,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:26.412354+00:00
github_768148500,cfa-stuttering-chains,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:26.436382+00:00
github_883370941,cfa-averted-burden-comparison,exemptByMissionSystem,"AI Suggestion: The repository analyzes the biases and mis-specification of averted burden from multiple analytical methods, a task directly supporting the CDC's public health mission.",2025-05-16T21:15:26.456367+00:00
github_889879679,ring-vax-model,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:26.479147+00:00
github_874292287,cdc-serviceappointment-outbound,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:26.499116+00:00
github_736393311,tio-topic-modeling,exemptByMissionSystem,"AI Suggestion: The repository name ""tio-topic-modeling"" and description ""Topic modeling of PHIG"" suggest the analysis of public health information, likely for epidemiological research or outbreak analysis, a core public health mission.  Topic modeling of PHIG (Public Health Information Gateway) data directly supports public health functions.",2025-05-16T21:15:26.520726+00:00
github_671689518,cfa-gh-actions-sandbox,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:26.546719+00:00
github_843529067,NEDSS-stlt-cloud-deployments,exemptByAgencySystem,"AI Suggestion: The repository name and description indicate internal CDC cloud deployments (""CDC managed cloud deployments""), suggesting it's infrastructure related and not publicly accessible.",2025-05-16T21:15:26.566484+00:00
github_775106995,nccdphp-ehi-users-group,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:26.589857+00:00
github_972069399,sql-script-examples,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:26.614413+00:00
github_691641170,nccdphp-od-rapid-ui,exemptByMissionSystem,"AI Suggestion: The repository is a frontend for a web application used for AI-assisted research, suggesting it's involved in public health data analysis or research, a core public health mission.  The mention of AI-assisted research further implies a system supporting critical public health functions.",2025-05-16T21:15:26.634016+00:00
github_637839229,cfa-forecast-renewal-ww,exemptByMissionSystem,"AI Suggestion: The repository's description indicates it's for wastewater-informed COVID forecasting, a task directly related to public health and outbreak analysis, thus falling under a critical public health mission.",2025-05-16T21:15:26.655485+00:00
github_636026369,cdc-tfsec,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:26.676238+00:00
github_755178149,NCHS-RAG-QBank-APP,exemptByCIO,"AI Suggestion: The repository name suggests a connection to the National Center for Health Statistics (NCHS) and involves a question and answer (Q&A) system (""QBank"") potentially handling sensitive health data.  The lack of further detail necessitates a CIO review to determine the appropriate exemption.",2025-05-16T21:15:26.701024+00:00
github_823766822,edav-ncehnephtn-factory,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:26.728933+00:00
github_704577661,cfa-forecast-output,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:26.756639+00:00
github_529393816,search-nutch-intranet,exemptNonCode,Non-code repository (languages: [Shell]),2025-05-16T21:15:26.782341+00:00
github_726128904,dcp-direct-hisp-xdrcloud,exemptByAgencySystem,"AI Suggestion: The repository name and description suggest an internal CDC system (""dcp-direct-hisp-xdrcloud"") for data transfer between specific entities (STLTs to NCHS), implying it's not publicly facing.",2025-05-16T21:15:26.819294+00:00
github_888055843,corvd-tools,exemptNonCode,Non-code repository (languages: [Dockerfile]),2025-05-16T21:15:26.842972+00:00
github_942195281,cfa-scenarios-dataops,exemptByMissionSystem,"AI Suggestion: The repository processes data for public health scenarios, including COVID-19 vaccination trends and seroprevalence, directly supporting the CDC's public health mission.  The README explicitly states its use for public health-related projects.",2025-05-16T21:15:26.867260+00:00
github_436347233,NCIPC-WISQARS-App-Temp-Files,exemptNonCode,Non-code repository (languages: [PowerShell]),2025-05-16T21:15:26.904784+00:00
github_382147627,NCIPC-WISQARS-Data-Sets-DVC,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:26.931221+00:00
github_751607528,cfa-isolation-guidelines,exemptByMissionSystem,"AI Suggestion: The repository analyzes isolation policies following COVID-19 infection, a function directly supporting public health and potentially informing critical decision-making related to disease control.  This aligns with a mission-critical system exemption.",2025-05-16T21:15:26.958296+00:00
github_874370714,cdc-recipient-event-mq-ivams,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:26.983986+00:00
github_881131956,testing-repo,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:27.014552+00:00
github_738275815,edav-streamlit-demo,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:27.032735+00:00
github_633528413,cdc-coe-gar-hl7-ci-runner,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:27.055198+00:00
github_971572908,nccdphp-od-cove-playwright-tests,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:27.074715+00:00
github_951701525,niosh-ecp-necp-virtual-volumes,exemptNonCode,"Non-code repository (languages: [PowerShell, Shell])",2025-05-16T21:15:27.095834+00:00
github_749486093,cdh-global-reference,exemptByAgencySystem,"AI Suggestion: The repository description mentions internal CDC systems (""CDC Data Hub Lifecycle"") and Azure integration, suggesting it's part of CDC's internal infrastructure rather than a publicly facing system.  The use of ""PhinVads"" and ""OMOP Athena"" also points towards internal data sources.",2025-05-16T21:15:27.128362+00:00
github_879716332,oamd-bio-tb-varpipe,exemptByMissionSystem,"AI Suggestion: The repository contains a CDC analysis pipeline for characterizing WGS output related to TB, directly supporting the public health mission of TB elimination.  This suggests a critical role in disease analysis and outbreak response.",2025-05-16T21:15:27.145454+00:00
github_447754229,bert-description-service,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:27.163244+00:00
github_349496842,CBS-actions-checkout,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:27.191764+00:00
github_354114593,case_suppression_utility,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:27.210985+00:00
github_971594918,nccdphp-dph-places-dph-places-ecpaas,exemptNonCode,Non-code repository (languages: [Shell]),2025-05-16T21:15:27.228446+00:00
github_627058124,cdc-steampipe,exemptNonCode,Non-code repository (languages: [PowerShell]),2025-05-16T21:15:27.249817+00:00
github_745950902,cfa-package-complexity,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:27.279769+00:00
github_877538018,cfa-github-runner-software,exemptNonCode,Non-code repository (languages: [Shell]),2025-05-16T21:15:27.300416+00:00
github_635005068,cdh-analytics-premier,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:27.331782+00:00
github_951701597,niosh-ecp-tlq3_local-mapr-ansible,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:27.349018+00:00
Public-cdcent-NEDSS-Geocoding,NEDSS-Geocoding,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:27.374347+00:00
github_591062518,premier_analysis,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:27.398560+00:00
github_603220989,NCHS-PII-Detection,exemptByAgencySystem,"AI Suggestion: The repository processes data within the CDC network using a private AI solution, indicating it's likely an internal-only system not publicly accessible.  The description explicitly mentions ""within the CDC network,"" suggesting it's part of their internal infrastructure.",2025-05-16T21:15:27.444695+00:00
github_400282138,NCIPC-Apache,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:27.489562+00:00
github_842073036,nursing-home-covid-model,exemptByMissionSystem,"AI Suggestion: The repository contains a model of SARS-CoV-2 transmission in nursing homes, directly relating to public health and potentially informing outbreak response strategies.  This suggests a critical role in a public health mission.",2025-05-16T21:15:27.500567+00:00
github_875963622,cdc-iis-izgateway-vaccinationrecords-sapi,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:27.526412+00:00
github_841591574,cfa-dfe-site,exemptByCIO,AI Suggestion: The repository description mentions making CDC webpages interactive with visualizations and raw data.  This suggests potential sensitivity requiring CIO review to ensure data security and compliance.,2025-05-16T21:15:27.556594+00:00
github_741510738,GDDOC-EAMS-Attachment-Checker,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:27.576647+00:00
github_605787353,Nicks_databricks_2_VSCode_og,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:27.609057+00:00
github_983061775,nccdphp-ddt-dprp-portal-master,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:27.630260+00:00
github_971581290,nccdphp-od-ci-cd,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:27.648867+00:00
github_922213991,oamd-test-bio-tb-main-surveillance,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:27.669157+00:00
github_651212110,cdh-ml-end-to-end-poc,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:27.714252+00:00
github_772681327,Routing-function-app,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:27.724199+00:00
github_984151491,nchs-drm-sync-gitlab-repos,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:27.743069+00:00
github_914397956,phdo-docs,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:27.767783+00:00
github_913380483,EDAV-NCEZID-PowerPlatform,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:27.788034+00:00
github_637994624,data-exchange-hl7-cd,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:27.808971+00:00
github_781674815,saphire-dcm,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:27.824450+00:00
github_529390961,search-solr-intranet,exemptByAgencySystem,"AI Suggestion: The repository name and description explicitly indicate a configuration for an internal CDC system (""intranetsearch.cdc.gov""), suggesting it's not publicly accessible and thus falls under internal-only infrastructure.",2025-05-16T21:15:27.847497+00:00
github_971594826,nccdphp-od-fix-npm-zscaler,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:27.870796+00:00
github_838443162,cfa-issue-template-sandbox,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:27.891780+00:00
github_973455677,mumps-adf,exemptNonCode,Non-code repository (languages: [PowerShell]),2025-05-16T21:15:27.919014+00:00
github_376859394,million-hearts-hospitals-web,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:27.932982+00:00
github_892290812,ED3N-QA-Testing,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:27.955288+00:00
github_651675518,cfa-variant-nowcasting-2023,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:27.970843+00:00
github_971595082,nccdphp-osh-apps-mcrc-mcrc-rewrite-admin-dynamics-artifacts,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:28.011370+00:00
github_971594349,nccdphp-drh-nass-pubops-validate-nass-data,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:28.031327+00:00
github_964127696,my-new-project,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:28.049202+00:00
github_630965854,cfa-forecast-renewal-epidemia,exemptByMissionSystem,"AI Suggestion: The repository name and description indicate a project focused on influenza forecasting using the Epidemia system, which directly relates to public health and disease outbreak analysis, a core public health mission.",2025-05-16T21:15:28.075724+00:00
github_956220717,legacyshift-mapping,exemptByCIO,"AI Suggestion: The repository interacts with a database (NBS) and handles sensitive credentials (""sa"" username and password), necessitating CIO review due to potential security and data governance implications.",2025-05-16T21:15:28.095535+00:00
github_213692182,enterprise_practices,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:28.114901+00:00
github_971571459,nccdphp-osh-apps-cove-state-system,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:28.131974+00:00
github_651203934,ocio-github-infra,exemptByAgencySystem,"AI Suggestion: This repository manages internal CDC Github organization settings and infrastructure, as indicated by the description and README.  It is not publicly facing and deals with internal user and application management.",2025-05-16T21:15:28.152566+00:00
github_845129333,routing-connector-edav,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:28.172415+00:00
github_971592679,nccdphp-ddt-dprpportal-dprp-automation,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:28.198148+00:00
github_976109256,lppsb-cbls-documentation,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:28.228665+00:00
github_971571373,nccdphp-od-od-apis,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:28.251111+00:00
github_835757956,CDC-SwA-Fortify-Tools,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:28.274143+00:00
github_653724246,InfoHub,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:28.294156+00:00
github_834295108,cfa-repo-setup,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:28.317201+00:00
github_847960089,sero-prediction,exemptByMissionSystem,"AI Suggestion: The repository uses serology data to predict disease severity and transmission, which is directly relevant to public health forecasting and outbreak analysis, a core public health mission.",2025-05-16T21:15:28.356431+00:00
github_648653772,data-exchange-portal,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:28.369520+00:00
github_621347823,cdh-mlops-projects,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:28.392508+00:00
github_843935033,data-exchange-fhir-devops,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:28.414415+00:00
github_971561057,nccdphp-od-cicd-templates,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:28.445297+00:00
github_976270969,nccdphp-doh-wfrs-maintenance,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:28.462821+00:00
github_648183990,covid19-eval-hub_v1,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:28.491517+00:00
github_971594534,nccdphp-drh-nass-pubops-get-nass-data,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:28.510932+00:00
github_836394280,cdc-edso-gh-runners,exemptNonCode,Non-code repository (languages: [Shell]),2025-05-16T21:15:28.528621+00:00
github_273058075,CDCRapidMessaging,exemptByAgencySystem,"AI Suggestion: The repository name ""CDCRapidMessaging"" and description ""Rapid messaging application for CDC"" strongly suggest an internal CDC system, not publicly accessible.",2025-05-16T21:15:28.551742+00:00
github_984404906,cfa-svd-2025-undetected-chains,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:28.571155+00:00
github_984811338,edav-data-connections,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:15:28.590482+00:00
Public-cdcgov-ITF_Power_BI,ITF_Power_BI,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:55:27.245345+00:00
Public-cdcgov-jenkins-agent-sonarqube,jenkins-agent-sonarqube,exemptNonCode,"Non-code repository (languages: [Dockerfile, Shell])",2025-05-16T21:55:27.274617+00:00
Public-cdcgov-GaTech-Fall2017-Davis-dohMPI-SPYNdoctors,GaTech-Fall2017-Davis-dohMPI-SPYNdoctors,exemptByMissionSystem,"AI Suggestion: The repository is used by CDC programs for public health surveillance projects in support of the CDC Surveillance Strategy, a core public health mission.",2025-05-16T21:55:27.295761+00:00
Public-cdcgov-covid_case_privacy_review,covid_case_privacy_review,exemptByLaw,Flagged: Found keywords in README: [PII],2025-05-16T21:55:27.316778+00:00
Public-cdcgov-logstash,logstash,exemptNonCode,Non-code repository (languages: [Shell]),2025-05-16T21:55:27.337123+00:00
Public-cdcgov-ex-ui-hl7-combiner,ex-ui-hl7-combiner,exemptNonCode,Non-code repository (languages: [None detected]),2025-05-16T21:55:27.353895+00:00
Public-cdcgov-BMGAP,BMGAP,exemptByMissionSystem,"AI Suggestion: The repository analyzes bacterial meningitis samples, a critical public health concern, and the README explicitly states its creation was for CDC programs to collaborate on public health projects in support of the CDC mission.",2025-05-16T21:55:27.371918+00:00
Public-cdcgov-TableMerger,TableMerger,exemptNonCode,"Non-code repository (languages: [HTML, CSS])",2025-05-16T21:55:27.394039+00:00
